,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
162266,IN10066655,SLAHOLD,ITS00304,Other Activities,Other - Security,20OCT2017:16:22:18,0
162319,IN10066666,SLAHOLD,DC000119,Other Activities,Other - Data Centre,12OCT2017:12:14:04,86
162329,IN10066668,SLAHOLD,DC000119,Other Activities,Other - Data Centre,02NOV2017:14:34:20,223
162488,IN10066700,SLAHOLD,EU000202,Distributed Print,Distributed Print,20OCT2017:09:03:48,884
162489,IN10066700,SLAHOLD,ESI00011,Other Activities,Other - Service Management,23OCT2017:10:53:26,872
162490,IN10066700,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,26OCT2017:13:00:55,0
162740,IN10066756,SLAHOLD,ITS00309,Secure Remote Access,Secure Remote Access,20OCT2017:13:32:14,30
162902,IN10066799,SLAHOLD,NW000463,GC WAN,GC WAN,13OCT2017:14:08:46,71
162921,IN10066803,SLAHOLD,ESI00011,Other Activities,Other - Service Management,16OCT2017:12:39:40,48
162922,IN10066803,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,18OCT2017:15:33:32,25
163019,IN10066821,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,13OCT2017:15:11:53,0
163067,IN10066831,SLAHOLD,DC000152,Middleware,Middleware,16OCT2017:09:11:31,4
163090,IN10066835,SLAHOLD,ESI00011,Other Activities,Other - Service Management,17OCT2017:12:38:21,23
163252,IN10066872,SLAHOLD,DC000163,Other Activities,Other - Service Management,14OCT2017:13:40:11,3
163270,IN10066876,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,14OCT2017:14:15:54,4
163285,IN10066879,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,16OCT2017:10:29:55,2
163326,IN10066888,SLAHOLD,NW000429,Email,Email,07NOV2017:11:19:01,368
163528,IN10066941,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,15OCT2017:15:44:09,5
163535,IN10066942,SLAHOLD,EDC00001,Midrange,Midrange - Storage and Virtualization,24OCT2017:16:27:19,65
163764,IN10066996,SLAHOLD,NW000459,GC WAN,GC WAN,02NOV2017:10:26:03,247
163887,IN10067026,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,16OCT2017:10:53:28,2
163929,IN10067035,SLAHOLD,NW000417,GC WAN,GC WAN,16OCT2017:15:23:45,8
163987,IN10067047,SLAHOLD,ITS00304,Other Activities,Other - Security,08DEC2017:10:28:45,7
163998,IN10067049,SLAHOLD,ESI00011,Other Activities,Other - Service Management,23OCT2017:15:17:05,238
163999,IN10067049,SLAHOLD,SM000542,Other Activities,Other - Service Management,26OCT2017:13:37:44,0
164151,IN10067091,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,24NOV2017:10:56:06,895
164242,IN10067111,SLAHOLD,DC000216,Storage,Storage - File,21FEB2019:12:48:26,574
164362,IN10067142,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,17OCT2017:10:03:14,510
164501,IN10067173,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,25OCT2017:15:02:27,5
164607,IN10067199,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,18OCT2017:17:06:52,1
164651,IN10067211,SLAHOLD,NW000412,Fixed Line,Fixed Line,15DEC2017:13:52:53,0
164676,IN10067217,SLAHOLD,DC000203,Midrange,Midrange - Windows -X86,18OCT2017:08:07:12,3
165315,IN10067359,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,15JAN2018:15:54:36,0
165428,IN10067382,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,19OCT2017:08:20:13,0
165432,IN10067383,SLAHOLD,NW000433,GC WAN,GC WAN,19OCT2017:08:20:49,0
165494,IN10067399,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,25OCT2017:14:58:06,73
165495,IN10067399,SLAHOLD,NW000448,Intra-building Network Services,IBN - GC LAN,27OCT2017:12:28:16,20
165534,IN10067406,SLAHOLD,DC000141,Middleware,Middleware,30OCT2017:11:47:50,24
165854,IN10067477,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,23FEB2018:09:25:20,150
165948,IN10067495,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,20OCT2017:13:23:29,30
166133,IN10067545,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),20OCT2017:13:17:10,1
166134,IN10067545,SLAHOLD,SM000512,Other Activities,Other - Service Management,20OCT2017:13:41:28,0
166169,IN10067554,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,20OCT2017:15:10:37,196
166259,IN10067573,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,25OCT2017:08:37:47,190
166293,IN10067582,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,30OCT2017:19:20:35,129
166299,IN10067583,SLAHOLD,ESI00011,Other Activities,Other - Service Management,30OCT2017:11:59:15,0
166512,IN10067632,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,21OCT2017:18:47:52,0
166572,IN10067647,SLAHOLD,NW000433,GC WAN,GC WAN,23OCT2017:08:18:33,8
166824,IN10067707,SLAHOLD,ESI00011,Other Activities,Other - Service Management,23OCT2017:12:05:04,33
166839,IN10067710,SLAHOLD,NW000431,GC WAN,GC WAN,23OCT2017:13:39:37,4
166976,IN10067742,SLAHOLD,EDC00001,Midrange,Midrange - Storage and Virtualization,26OCT2017:14:38:32,51
167041,IN10067760,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,25OCT2017:14:54:26,234
167052,IN10067762,SLAHOLD,DC000119,Other Activities,Other - Data Centre,30OCT2017:12:24:27,0
167250,IN10067807,SLAHOLD,NW000420,Intra-building Network Services,Intra-building Network Services,24OCT2017:14:06:15,0
167351,IN10067826,SLAHOLD,NW000412,Fixed Line,Fixed Line,27OCT2017:07:00:28,31
167376,IN10067831,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,30OCT2017:17:38:39,4618
167377,IN10067831,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,30OCT2017:18:41:41,152
167381,IN10067831,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,13JUL2018:10:10:07,2482
167477,IN10067855,SLAHOLD,DC000203,Midrange,Midrange - Windows -X86,24OCT2017:15:40:37,2
167489,IN10067858,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,24OCT2017:15:05:11,4
167664,IN10067894,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,30NOV2017:15:18:49,831
167873,IN10067943,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),25OCT2017:14:43:29,2
167912,IN10067952,SLAHOLD,ESI00054,Other Activities,Other - Service Management,01NOV2017:07:36:10,123
167921,IN10067954,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),25OCT2017:14:42:55,2
167960,IN10067963,SLAHOLD,DC000107,Data Centre Facilities Management,Data Centre Facilities Management,25OCT2017:13:40:07,0
167966,IN10067964,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),25OCT2017:14:42:08,2
167977,IN10067966,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),25OCT2017:14:41:33,2
168038,IN10067981,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,23NOV2017:09:18:30,31
168133,IN10068005,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,25OCT2017:23:56:41,2
168169,IN10068013,SLAHOLD,0,0,0,26OCT2017:07:09:34,0
168326,IN10068049,SLAHOLD,DC000141,Middleware,Middleware,30OCT2017:13:02:24,22
168571,IN10068109,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,26OCT2017:23:08:34,4
168736,IN10068154,SLAHOLD,DC000141,Middleware,Middleware,01NOV2017:16:29:56,0
168760,IN10068159,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,01NOV2017:12:34:58,130
168761,IN10068159,SLAHOLD,NW000453,Intra-building Network Services,IBN - GC LAN,06NOV2017:10:21:20,33
168796,IN10068166,SLAHOLD,ITS00308,Other Activities,Other - Security,30OCT2017:08:30:28,3
168829,IN10068172,SLAHOLD,DC000141,Middleware,Middleware,30OCT2017:13:01:41,23
168879,IN10068185,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,14NOV2017:10:40:12,10
169001,IN10068222,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,30OCT2017:10:03:45,1
169033,IN10068229,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,28OCT2017:13:38:29,50
169154,IN10068261,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,29OCT2017:00:02:11,0
169215,IN10068275,SLAHOLD,DC000210,Other Activities,Other - Data Centre,03NOV2017:12:06:33,43
169369,IN10068310,SLAHOLD,NW000417,GC WAN,GC WAN,30OCT2017:08:20:15,1
169449,IN10068344,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,30OCT2017:08:47:16,1
169453,IN10068345,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,30OCT2017:08:46:41,1
169458,IN10068346,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,30OCT2017:08:45:59,1
169463,IN10068347,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,30OCT2017:08:45:12,1
169468,IN10068349,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,30OCT2017:08:48:40,1
169473,IN10068350,SLAHOLD,NW000433,GC WAN,GC WAN,30OCT2017:08:44:28,1
169486,IN10068353,SLAHOLD,NW000433,GC WAN,GC WAN,30OCT2017:08:43:36,1
169511,IN10068359,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,30OCT2017:08:42:53,12
169556,IN10068370,SLAHOLD,DC000108,Data Centre Facilities Management,Data Centre Facilities Management,31OCT2017:08:21:12,268
169784,IN10068419,SLAHOLD,DC000128,High-performance Computing,High-performance Computing,30OCT2017:18:51:24,56
169797,IN10068421,SLAHOLD,EDC00024,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,01NOV2017:08:25:39,0
169989,IN10068460,SLAHOLD,NW000464,Email,Email,16NOV2017:08:46:21,40
169990,IN10068460,SLAHOLD,ESI00011,Other Activities,Other - Service Management,22NOV2017:08:56:48,0
170059,IN10068473,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,31OCT2017:10:56:36,153
170072,IN10068475,SLAHOLD,ESI00011,Other Activities,Other - Service Management,31OCT2017:11:34:39,0
170161,IN10068492,SLAHOLD,EU000202,Distributed Print,Distributed Print,17NOV2017:15:08:44,24
170191,IN10068497,SLAHOLD,DC000203,Midrange,Midrange - Windows -X86,10NOV2017:07:30:51,96
170344,IN10068530,SLAHOLD,NW000464,Email,Email,14NOV2017:13:43:52,47
170345,IN10068530,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,17NOV2017:09:50:18,21
170346,IN10068530,SLAHOLD,ESI00011,Other Activities,Other - Service Management,21NOV2017:10:34:00,0
170382,IN10068538,SLAHOLD,NW000446,Intra-building Network Services,IBN - GC LAN,01NOV2017:10:41:14,2
170587,IN10068575,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,13APR2018:11:34:54,2200
170592,IN10068576,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,01NOV2017:15:23:51,69
170703,IN10068601,SLAHOLD,DC000202,Midrange,Midrange - Windows -X86,12DEC2017:11:20:44,847
170706,IN10068602,SLAHOLD,DC000202,Midrange,Midrange - Windows -X86,01NOV2017:13:23:14,10
170758,IN10068614,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,01NOV2017:15:10:00,57
170767,IN10068615,SLAHOLD,NW000445,Intra-building Network Services,IBN - GC LAN,16NOV2017:13:33:10,36
170989,IN10068658,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,01NOV2017:23:06:11,3
171032,IN10068668,SLAHOLD,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,01DEC2017:10:47:36,0
171057,IN10068672,SLAHOLD,DC000119,Other Activities,Other - Data Centre,02NOV2017:15:09:48,0
171179,IN10068699,SLAHOLD,NW000431,GC WAN,GC WAN,12JAN2018:15:03:11,2
171180,IN10068699,SLAHOLD,ESI00011,Other Activities,Other - Service Management,12JAN2018:15:04:59,2
171181,IN10068699,SLAHOLD,DC000152,Middleware,Middleware,12JAN2018:16:17:33,1
171216,IN10068706,SLAHOLD,DC000152,Middleware,Middleware,02NOV2017:09:38:03,0
171261,IN10068716,SLAHOLD,NW000417,GC WAN,GC WAN,03NOV2017:08:43:14,48
171278,IN10068721,SLAHOLD,DC000152,Middleware,Middleware,02NOV2017:12:01:34,1
171582,IN10068785,SLAHOLD,NW000452,Intra-building Network Services,IBN - GC LAN,26JUL2018:09:56:02,0
171677,IN10068809,SLAHOLD,NW000472,Conferencing Services,Conferencing - Videoconferencing,07NOV2017:14:29:09,15
171692,IN10068812,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,03NOV2017:05:17:38,11
171697,IN10068813,SLAHOLD,NW000429,Email,Email,03NOV2017:12:47:17,50
171731,IN10068819,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,03NOV2017:05:16:36,4
171822,IN10068843,SLAHOLD,NW000459,GC WAN,GC WAN,08NOV2017:15:05:54,84
171894,IN10068856,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,15NOV2017:08:36:26,0
172557,IN10069010,SLAHOLD,ITS00332,Secure Remote Access,Secure Remote Access,07NOV2017:07:13:11,14
172563,IN10069011,SLAHOLD,DC000113,Midrange,Midrange,09NOV2017:13:45:21,32
172691,IN10069041,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,08NOV2017:08:39:55,24
172894,IN10069085,SLAHOLD,ESI00011,Other Activities,Other - Service Management,28FEB2018:13:50:00,1
172895,IN10069085,SLAHOLD,NW000446,Intra-building Network Services,IBN - GC LAN,28FEB2018:14:07:09,0
172951,IN10069096,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,06NOV2017:19:45:48,1
172995,IN10069104,SLAHOLD,ITS00332,Secure Remote Access,Secure Remote Access,07NOV2017:09:26:17,14
173034,IN10069111,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,09NOV2017:15:34:38,3
173063,IN10069117,SLAHOLD,DC000202,Midrange,Midrange - Windows -X86,14NOV2017:07:05:01,63
173187,IN10069142,SLAHOLD,ITS00332,Secure Remote Access,Secure Remote Access,07NOV2017:09:23:48,28
173237,IN10069154,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,07NOV2017:13:35:20,0
173243,IN10069155,SLAHOLD,NW000417,GC WAN,GC WAN,07NOV2017:10:59:57,13
173263,IN10069160,SLAHOLD,ITS00327,Other Activities,Other - Security,07NOV2017:11:50:41,57
173452,IN10069198,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,10NOV2017:10:54:26,0
173552,IN10069219,SLAHOLD,NW000475,Email,Email,21NOV2017:11:24:42,2
173553,IN10069219,SLAHOLD,ESI00011,Other Activities,Other - Service Management,21NOV2017:11:29:43,0
173565,IN10069221,SLAHOLD,ITS00327,Other Activities,Other - Security,10NOV2017:14:06:56,0
173576,IN10069223,SLAHOLD,NW000417,GC WAN,GC WAN,07NOV2017:17:31:09,1
173989,IN10069310,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,04DEC2017:09:41:31,1
174046,IN10069321,SLAHOLD,NW000417,GC WAN,GC WAN,20NOV2017:09:48:38,20
174093,IN10069331,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,09NOV2017:19:19:45,37
174113,IN10069335,SLAHOLD,DC000128,High-performance Computing,High-performance Computing,09NOV2017:06:38:58,7
174257,IN10069367,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,14NOV2017:20:30:19,0
174370,IN10069395,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,15DEC2017:12:26:41,145
174371,IN10069395,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,22DEC2017:10:17:04,97
174404,IN10069401,SLAHOLD,DC000119,Other Activities,Other - Data Centre,15NOV2017:09:25:04,51
174678,IN10069464,SLAHOLD,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,10NOV2017:13:32:59,11
174758,IN10069481,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,10NOV2017:18:31:21,0
174883,IN10069507,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),21NOV2017:08:17:44,4
174884,IN10069507,SLAHOLD,ESI00011,Other Activities,Other - Service Management,21NOV2017:10:24:56,2
174885,IN10069507,SLAHOLD,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,21NOV2017:11:34:57,0
174941,IN10069520,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,11NOV2017:05:52:27,75
175113,IN10069565,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,11NOV2017:22:08:24,0
175155,IN10069574,SLAHOLD,EU000203,Storage,Storage - File,20NOV2017:13:11:25,10
175577,IN10069674,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,15NOV2017:10:09:57,4
175578,IN10069674,SLAHOLD,DC000131,High-performance Computing,High-performance Computing,15NOV2017:11:06:36,0
175723,IN10069708,SLAHOLD,ESI00011,Other Activities,Other - Service Management,14NOV2017:13:27:36,168
175782,IN10069721,SLAHOLD,DC000203,Midrange,Midrange - Windows -X86,14NOV2017:14:11:51,44
175823,IN10069729,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,24NOV2017:04:58:15,3
175886,IN10069741,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,14NOV2017:16:46:38,0
175931,IN10069750,SLAHOLD,ITS00332,Secure Remote Access,Secure Remote Access,17NOV2017:14:20:36,0
175959,IN10069756,SLAHOLD,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,16NOV2017:10:36:10,39
176027,IN10069769,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,14NOV2017:20:58:05,2
176459,IN10069872,SLAHOLD,NW000401,Intra-building Network Services,IBN - Data Centre Network,15NOV2017:16:46:23,103
176460,IN10069872,SLAHOLD,ESI00028,Other Activities,Other - Security,15NOV2017:18:09:58,102
176461,IN10069872,SLAHOLD,ESI00011,Other Activities,Other - Service Management,15NOV2017:18:13:24,102
176542,IN10069889,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,05DEC2017:18:55:38,36
176657,IN10069911,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,24NOV2017:10:45:33,199
176707,IN10069922,SLAHOLD,ESI00025,Other Activities,Other - Service Management,16NOV2017:16:06:59,293
176708,IN10069922,SLAHOLD,NW000426,Email,Email,17NOV2017:18:06:26,282
176709,IN10069922,SLAHOLD,ITS00338,Email,Email,20NOV2017:13:32:42,275
176710,IN10069922,SLAHOLD,ESI00011,Other Activities,Other - Service Management,07DEC2017:09:46:59,149
176711,IN10069922,SLAHOLD,NW000464,Email,Email,07DEC2017:09:50:55,149
176823,IN10069942,SLAHOLD,ESI00011,Other Activities,Other - Service Management,16NOV2017:14:28:42,4
176824,IN10069942,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,16NOV2017:16:35:30,0
177011,IN10069987,SLAHOLD,SM000549,Other Activities,Other - Service Management,20NOV2017:14:27:48,4
177100,IN10070007,SLAHOLD,DC000203,Midrange,Midrange - Windows -X86,17NOV2017:10:03:22,2
177281,IN10070053,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,17NOV2017:10:41:51,10
177416,IN10070081,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,21NOV2017:11:50:21,706
177495,IN10070099,SLAHOLD,0,0,0,18NOV2017:03:43:27,0
177497,IN10070099,SLAHOLD,NW000417,GC WAN,GC WAN,19NOV2017:00:39:06,11
177513,IN10070102,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,18NOV2017:00:07:53,3
177554,IN10070116,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,20NOV2017:05:17:08,13
177655,IN10070135,SLAHOLD,DC000152,Middleware,Middleware,18NOV2017:16:52:12,22
177891,IN10070195,SLAHOLD,DC000152,Middleware,Middleware,19NOV2017:17:31:55,16
177895,IN10070196,SLAHOLD,DC000152,Middleware,Middleware,19NOV2017:17:31:11,16
177919,IN10070204,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,24NOV2017:14:45:40,197
177920,IN10070204,SLAHOLD,NW000445,Intra-building Network Services,IBN - GC LAN,24NOV2017:15:05:58,197
178285,IN10070290,SLAHOLD,NW000417,GC WAN,GC WAN,21NOV2017:11:40:37,3
178420,IN10070320,SLAHOLD,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,06DEC2017:13:00:00,72
178972,IN10070433,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,22NOV2017:10:25:26,3
179053,IN10070448,SLAHOLD,DC000119,Other Activities,Other - Data Centre,23NOV2017:15:57:17,66
179190,IN10070489,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,23NOV2017:10:40:34,13
179195,IN10070490,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,22NOV2017:14:03:30,35
179252,IN10070505,SLAHOLD,DC000119,Other Activities,Other - Data Centre,30NOV2017:10:31:03,100
179295,IN10070514,SLAHOLD,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,05DEC2017:09:55:16,10
179296,IN10070514,SLAHOLD,ESI00011,Other Activities,Other - Service Management,05DEC2017:09:56:05,9
179297,IN10070514,SLAHOLD,NW000429,Email,Email,05DEC2017:10:39:51,0
